JSF P/N,MFR P/N,NOMENCLATURE,SMR,EEL,TURN-IN,SERIALZED
2CHH01654-0001,2CHH01654-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01654-2001,2CHH01654-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01656-0001,2CHH01656-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01656-2001,2CHH01656-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01657-0001,2CHH01657-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01657-0003,2CHH01657-0003,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01657-2001,2CHH01657-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01657-2003,2CHH01657-2003,TUBE DETAIL,XBOZZN,NO,NO,NO
2CHH01658-0001,2CHH01658-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01658-0003,2CHH01658-0003,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH01658-0005,2CHH01658-0005,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH01658-2001,2CHH01658-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01659-0001,2CHH01659-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01659-0003,2CHH01659-0003,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01659-2001,2CHH01659-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01659-2003,2CHH01659-2003,TUBE,XBOZZN,NO,NO,NO
2CHH01660-0001,2CHH01660-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01660-0003,2CHH01660-0003,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH01660-0005,2CHH01660-0005,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01660-0007,2CHH01660-0007,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01660-2001,2CHH01660-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01660-2005,2CHH01660-2005,TUBE DETAIL,XBOZZN,NO,NO,NO
2CHH01660-2007,2CHH01660-2007,"TUBE, HYDR-OVBD DRA",XBOZZN,NO,NO,NO
2CHH01661-0001,2CHH01661-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01661-2001,2CHH01661-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01662-0001,2CHH01662-0001,TUBE ASSY,PAOZZN,NO,NO,NO
2CHH01662-2001,2CHH01662-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01663-0001,2CHH01663-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01663-0003,2CHH01663-0003,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01663-2001,2CHH01663-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01663-2003,2CHH01663-2003,TUBE,XBOZZN,NO,NO,NO
2CHH01664-0001,2CHH01664-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01664-2001,2CHH01664-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01665-0001,2CHH01665-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01665-0003,2CHH01665-0003,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH01665-2001,2CHH01665-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01666-0001,2CHH01666-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01666-2001,2CHH01666-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01667-0001,2CHH01667-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01667-2001,2CHH01667-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01668-0001,2CHH01668-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01668-0003,2CHH01668-0003,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH01668-2001,2CHH01668-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01669-0001,2CHH01669-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01669-0003,2CHH01669-0003,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01669-2001,2CHH01669-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01669-2003,2CHH01669-2003,TUBE DETAIL,XBOZZN,NO,NO,NO
2CHH01670-0001,2CHH01670-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01670-2001,2CHH01670-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01672-0001,2CHH01672-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01672-2001,2CHH01672-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01673-0001,2CHH01673-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01673-0003,2CHH01673-0003,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01673-0005,2CHH01673-0005,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01673-2001,2CHH01673-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01674-0001,2CHH01674-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01674-2001,2CHH01674-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01675-0001,2CHH01675-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01675-2001,2CHH01675-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01677-0001,2CHH01677-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01677-2001,2CHH01677-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01679-0001,2CHH01679-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01679-2001,2CHH01679-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01680-0001,2CHH01680-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01680-2001,2CHH01680-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01681-0001,2CHH01681-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01681-2001,2CHH01681-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01682-0001,2CHH01682-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01682-2001,2CHH01682-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01683-0001,2CHH01683-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01683-0005,2CHH01683-0005,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01683-0007,2CHH01683-0007,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01683-2001,2CHH01683-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01684-0001,2CHH01684-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01684-2001,2CHH01684-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01685-0001,2CHH01685-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01685-2001,2CHH01685-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01686-0001,2CHH01686-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01686-2001,2CHH01686-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01687-0001,2CHH01687-0001,TUBE ASSY,PADZZN,NO,NO,NO
2CHH01687-2001,2CHH01687-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01688-0001,2CHH01688-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01688-2001,2CHH01688-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01690-0001,2CHH01690-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01690-2001,2CHH01690-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01691-0001,2CHH01691-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01691-0003,2CHH01691-0003,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01691-2001,2CHH01691-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01691-2003,2CHH01691-2003,TUBE,XBOZZN,NO,NO,NO
2CHH01692-0001,2CHH01692-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01692-2001,2CHH01692-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01693-0001,2CHH01693-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01693-2001,2CHH01693-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01694-0001,2CHH01694-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01694-2001,2CHH01694-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01695-0001,2CHH01695-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01695-2001,2CHH01695-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01696-0001,2CHH01696-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01696-2001,2CHH01696-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01698-0001,2CHH01698-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01698-2001,2CHH01698-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01700-0001,2CHH01700-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01700-2001,2CHH01700-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01701-0001,2CHH01701-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01701-2001,2CHH01701-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01703-0001,2CHH01703-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01703-2001,2CHH01703-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01704-0001,2CHH01704-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01704-2001,2CHH01704-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01705-0001,2CHH01705-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01705-2001,2CHH01705-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01706-0001,2CHH01706-0001,TUBE ASSY,PAOZZN,NO,NO,NO
2CHH01706-2001,2CHH01706-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01708-0001,2CHH01708-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01708-2001,2CHH01708-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01709-0001,2CHH01709-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01709-2001,2CHH01709-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01710-0001,2CHH01710-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01710-0003,2CHH01710-0003,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01710-2001,2CHH01710-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01710-2003,2CHH01710-2003,TUBE DETAIL,XBOZZN,NO,NO,NO
2CHH01711-0001,2CHH01711-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01711-2001,2CHH01711-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01712-0001,2CHH01712-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01712-2001,2CHH01712-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01720-0001,2CHH01720-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01720-0003,2CHH01720-0003,TUBE ASSY,PAOZZN,NO,NO,NO
2CHH01720-2001,2CHH01720-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01720-2003,2CHH01720-2003,TUBE,XBOZZN,NO,NO,NO
2CHH01721-0001,2CHH01721-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01721-2001,2CHH01721-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01722-0001,2CHH01722-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01722-2001,2CHH01722-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01723-0001,2CHH01723-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01723-0003,2CHH01723-0003,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH01723-2001,2CHH01723-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01724-0001,2CHH01724-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01724-2001,2CHH01724-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01725-0001,2CHH01725-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01725-2001,2CHH01725-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01726-0001,2CHH01726-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01726-2001,2CHH01726-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01727-0001,2CHH01727-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01727-2001,2CHH01727-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01728-0001,2CHH01728-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01728-2001,2CHH01728-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01729-0003,2CHH01729-0003,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH01729-2003,2CHH01729-2003,TUBE,XBOZZN,NO,NO,NO
2CHH01730-0001,2CHH01730-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01730-2001,2CHH01730-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01731-0001,2CHH01731-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01731-2001,2CHH01731-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01733-0001,2CHH01733-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01733-2001,2CHH01733-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01734-0001,2CHH01734-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01734-2001,2CHH01734-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01735-0001,2CHH01735-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01735-0003,2CHH01735-0003,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01735-2001,2CHH01735-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01735-2003,2CHH01735-2003,TUBE,XBOZZN,NO,NO,NO
2CHH01736-0001,2CHH01736-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01736-2001,2CHH01736-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01737-0001,2CHH01737-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01737-2001,2CHH01737-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01738-0001,2CHH01738-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01738-0005,2CHH01738-0005,TUBE ASSY,PAOZZN,NO,NO,NO
2CHH01738-2001,2CHH01738-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01738-2005,2CHH01738-2005,TUBE,XBOZZN,NO,NO,NO
2CHH01739-0001,2CHH01739-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH01739-2001,2CHH01739-2001,TUBE,XBOZZN,NO,NO,NO
2CHH01740-0001,2CHH01740-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02300-0001,2CHH02300-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02301-0001,2CHH02301-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02302-0001,2CHH02302-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02303-0001,2CHH02303-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02304-0001,2CHH02304-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02304-2001,2CHH02304-2001,"TUBE, HYDR, RH WB",XBOZZN,NO,NO,NO
2CHH02305-0001,2CHH02305-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02305-0003,2CHH02305-0003,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02305-2003,2CHH02305-2003,TUBE DETAIL,XBOZZN,NO,NO,NO
2CHH02306-0001,2CHH02306-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02306-0003,2CHH02306-0003,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02307-0001,2CHH02307-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02308-0001,2CHH02308-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02308-0003,2CHH02308-0003,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02309-0001,2CHH02309-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02309-0003,2CHH02309-0003,"TUBE ASSY, HYDR - S",PAOZZN,NO,NO,NO
2CHH02309-2001,2CHH02309-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02310-0001,2CHH02310-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02311-0001,2CHH02311-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02312-0001,2CHH02312-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02313-0001,2CHH02313-0001,"TUBE ASSY, HYDR, RH",XBOZZN,NO,NO,NO
2CHH02313-2001,2CHH02313-2001,"TUBE, HYDR, RH WB",XBOZZN,NO,NO,NO
2CHH02314-0001,2CHH02314-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02315-0001,2CHH02315-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02316-0001,2CHH02316-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02316-0003,2CHH02316-0003,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02317-0001,2CHH02317-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02318-0001,2CHH02318-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02318-0003,2CHH02318-0003,"TUBE ASSY, HYDR",XBOZZN,NO,NO,NO
2CHH02319-0001,2CHH02319-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02319-0003,2CHH02319-0003,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02320-0001,2CHH02320-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02321-0001,2CHH02321-0001,TUBE ASSY,PAOOOP,NO,YES,NO
2CHH02321-2001,2CHH02321-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02322-0001,2CHH02322-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02323-0001,2CHH02323-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02324-0001,2CHH02324-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02324-0003,2CHH02324-0003,"TUBE ASSY, HYDR - S",PAOZZN,NO,NO,NO
2CHH02324-2001,2CHH02324-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02327-0001,2CHH02327-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02328-0001,2CHH02328-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02329-0001,2CHH02329-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02329-2001,2CHH02329-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02330-0001,2CHH02330-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02330-0003,2CHH02330-0003,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02332-0001,2CHH02332-0001,"TUBE ASSY, HYDR - S",XBOZZN,NO,NO,NO
2CHH02333-0001,2CHH02333-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02333-0003,2CHH02333-0003,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02334-0001,2CHH02334-0001,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02334-0003,2CHH02334-0003,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02335-0001,2CHH02335-0001,TUBE ASSY,PAOZZN,NO,NO,NO
2CHH02336-0001,2CHH02336-0001,TUBE ASSY,PAOZZN,NO,NO,NO
2CHH02337-0001,2CHH02337-0001,TUBE ASSY,PAOZZN,NO,NO,NO
2CHH02601-0001,2CHH02601-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02601-2001,2CHH02601-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02603-0001,2CHH02603-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02603-2001,2CHH02603-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02604-0001,2CHH02604-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02604-2001,2CHH02604-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02605-0001,2CHH02605-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02605-2001,2CHH02605-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02606-0001,2CHH02606-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02606-0003,2CHH02606-0003,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02606-2001,2CHH02606-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02606-2003,2CHH02606-2003,TUBE,XBOZZN,NO,NO,NO
2CHH02608-0001,2CHH02608-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02608-0003,2CHH02608-0003,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02608-2001,2CHH02608-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02608-2003,2CHH02608-2003,TUBE,XBOZZN,NO,NO,NO
2CHH02609-0001,2CHH02609-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02609-2001,2CHH02609-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02610-0001,2CHH02610-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02610-0003,2CHH02610-0003,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02610-2001,2CHH02610-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02611-0001,2CHH02611-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02611-0003,2CHH02611-0003,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02611-2001,2CHH02611-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02611-2003,2CHH02611-2003,TUBE DETAIL,XBOZZN,NO,NO,NO
2CHH02612-0001,2CHH02612-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02612-2001,2CHH02612-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02613-0001,2CHH02613-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02613-2001,2CHH02613-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02615-0001,2CHH02615-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02615-0003,2CHH02615-0003,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02615-2001,2CHH02615-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02615-2003,2CHH02615-2003,TUBE,XBOZZN,NO,NO,NO
2CHH02616-0001,2CHH02616-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02616-2001,2CHH02616-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02618-0001,2CHH02618-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02618-0003,2CHH02618-0003,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02618-2001,2CHH02618-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02618-2003,2CHH02618-2003,TUBE,XBOZZN,NO,NO,NO
2CHH02620-0001,2CHH02620-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02620-0003,2CHH02620-0003,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02620-2001,2CHH02620-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02620-2003,2CHH02620-2003,TUBE,XBOZZN,NO,NO,NO
2CHH02621-0001,2CHH02621-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02621-0005,2CHH02621-0005,TUBE ASSY,PAOZZN,NO,NO,NO
2CHH02621-0007,2CHH02621-0007,"TUBE ASSY, HYDR - B",XBOZZN,NO,NO,NO
2CHH02621-2001,2CHH02621-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02622-0001,2CHH02622-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02622-0003,2CHH02622-0003,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02622-0005,2CHH02622-0005,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02622-2001,2CHH02622-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02623-0001,2CHH02623-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02623-0003,2CHH02623-0003,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02623-2001,2CHH02623-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02624-0001,2CHH02624-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02624-0003,2CHH02624-0003,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02624-2001,2CHH02624-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02625-0001,2CHH02625-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02625-0003,2CHH02625-0003,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02625-2001,2CHH02625-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02627-0001,2CHH02627-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02627-2001,2CHH02627-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02628-0001,2CHH02628-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02628-2001,2CHH02628-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02630-0001,2CHH02630-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02630-0005,2CHH02630-0005,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02630-0007,2CHH02630-0007,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02630-2001,2CHH02630-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02631-0001,2CHH02631-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02631-2001,2CHH02631-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02632-0001,2CHH02632-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02632-0003,2CHH02632-0003,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02632-2001,2CHH02632-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02633-0001,2CHH02633-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02633-0003,2CHH02633-0003,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02633-2001,2CHH02633-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02634-0001,2CHH02634-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02634-2001,2CHH02634-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02635-0001,2CHH02635-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02635-2001,2CHH02635-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02636-0003,2CHH02636-0003,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02636-2003,2CHH02636-2003,TUBE,XBOZZN,NO,NO,NO
2CHH02638-0001,2CHH02638-0001,TUBE ASSY,XBDZZN,NO,NO,NO
2CHH02638-0005,2CHH02638-0005,TUBE ASSY,PAOZZN,NO,NO,NO
2CHH02638-2001,2CHH02638-2001,TUBE,XBOZZN,NO,NO,NO
2CHH02640-0003,2CHH02640-0003,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02640-0005,2CHH02640-0005,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02640-0007,2CHH02640-0007,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02640-2003,2CHH02640-2003,TUBE,XBOZZN,NO,NO,NO
2CHH02641-0003,2CHH02641-0003,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02641-2003,2CHH02641-2003,TUBE,XBOZZN,NO,NO,NO
2CHH02642-0003,2CHH02642-0003,TUBE ASSY,XBOZZN,NO,NO,NO
2CHH02642-2003,2CHH02642-2003,TUBE,XBOZZN,NO,NO,NO
2CHH02646-0001,2CHH02646-0001,TUBE ASSY,XBDZZN,NO,NO,NO
